date,precip_mm_total,precip_prob_max,temp_c_mean,wind_kph_mean
2026-01-24,0.0,0,-20.099999999999998,16.17142857142857
2026-01-25,0.0,27,-20.004166666666666,7.170833333333333
2026-01-26,8.65,96,-16.311764705882354,16.070588235294117
