time,temperature_2m_max,temperature_2m_min,precipitation_sum,rain_sum,snowfall_sum,wind_speed_10m_max,wind_gusts_10m_max,temperature_2m_mean,relative_humidity_2m_mean,cloud_cover_mean,pressure_msl_mean,wind_speed_10m_min
2022-08-10,22.2,12.9,0.4,0.4,0.0,10.3,22.3,17.8,80,76,1017.0,1.4
2022-08-11,23.2,15.3,7.3,7.3,0.0,17.4,32.8,19.0,74,35,1012.3,6.1
2022-08-12,19.1,13.2,0.0,0.0,0.0,13.6,28.1,16.2,69,55,1017.8,5.3
2022-08-13,23.2,10.9,0.0,0.0,0.0,9.1,18.0,17.4,68,15,1019.2,1.8
2022-08-14,24.2,13.5,0.1,0.1,0.0,9.5,16.6,18.8,70,28,1017.1,1.1
2022-08-15,24.8,15.7,0.0,0.0,0.0,9.8,19.1,20.0,65,46,1016.6,0.4
2022-08-16,26.2,14.9,0.0,0.0,0.0,15.6,33.1,20.2,69,58,1018.7,6.6
2022-08-17,24.3,15.8,0.0,0.0,0.0,17.1,36.7,19.6,68,100,1017.3,8.4
2022-08-18,22.7,16.7,1.6,1.6,0.0,19.2,38.5,18.3,73,100,1010.4,3.4
2022-08-19,27.4,15.1,0.0,0.0,0.0,15.0,32.4,20.6,73,42,1014.4,5.6
2022-08-20,28.0,16.1,0.0,0.0,0.0,10.0,22.7,22.3,67,10,1019.0,4.4
2022-08-21,28.5,17.6,4.6,4.6,0.0,13.5,31.7,22.2,77,78,1016.1,3.9
2022-08-22,25.3,18.0,2.4,2.4,0.0,16.8,33.8,21.7,81,98,1012.9,2.4
2022-08-23,22.6,17.5,12.5,12.5,0.0,10.5,22.3,19.1,91,93,1009.6,1.8
2022-08-24,25.4,15.7,1.2,1.2,0.0,13.8,29.9,20.5,80,37,1012.4,3.8
2022-08-25,21.6,15.9,0.1,0.1,0.0,14.2,25.9,18.6,66,86,1017.7,2.2
2022-08-26,20.1,14.7,2.0,2.0,0.0,14.6,29.5,17.0,80,86,1013.3,4.7
2022-08-27,19.7,14.3,0.5,0.5,0.0,11.0,23.4,16.3,78,59,1018.5,1.5
2022-08-28,24.9,12.9,0.0,0.0,0.0,9.1,22.7,18.8,76,58,1019.5,1.1
2022-08-29,28.0,17.3,10.6,10.6,0.0,17.5,42.8,22.5,79,82,1013.1,1.8
2022-08-30,27.3,17.6,26.9,26.9,0.0,24.2,48.2,22.0,85,92,1006.2,6.9
2022-08-31,21.2,14.2,1.1,1.1,0.0,26.8,50.0,17.8,77,65,1004.3,10.0
2022-09-01,15.3,11.5,0.0,0.0,0.0,22.0,43.9,13.8,70,62,1012.6,6.9
2022-09-02,22.8,9.2,0.0,0.0,0.0,13.1,25.2,16.3,71,19,1021.8,5.1
2022-09-03,25.6,14.3,0.7,0.7,0.0,14.0,28.4,20.0,75,59,1020.3,5.8
2022-09-04,19.2,12.2,0.5,0.5,0.0,19.1,38.5,14.9,74,99,1022.0,3.3
2022-09-05,19.4,10.5,0.0,0.0,0.0,16.4,33.8,14.9,76,97,1021.8,9.2
2022-09-06,20.2,11.8,0.0,0.0,0.0,22.4,43.6,16.1,78,85,1020.6,5.2
2022-09-07,22.8,12.5,0.0,0.0,0.0,9.5,19.8,18.0,78,10,1017.3,3.6
2022-09-08,24.7,14.9,0.0,0.0,0.0,8.7,18.0,19.6,77,22,1013.4,3.4
2022-09-09,25.5,15.6,0.0,0.0,0.0,11.2,24.8,20.0,77,0,1016.7,5.8
2022-09-10,26.1,15.5,0.0,0.0,0.0,11.5,26.3,20.7,77,23,1020.8,3.8
2022-09-11,25.8,16.0,1.0,1.0,0.0,15.8,28.4,20.9,74,99,1017.6,2.2
2022-09-12,24.6,17.5,0.7,0.7,0.0,8.8,16.6,20.5,78,60,1010.6,2.5
2022-09-13,22.6,16.3,25.1,25.1,0.0,22.8,39.6,19.1,89,87,1006.0,1.8
2022-09-14,21.5,10.6,5.7,5.7,0.0,26.1,51.1,16.9,74,40,1009.4,10.7
2022-09-15,15.4,8.4,0.0,0.0,0.0,18.5,38.9,11.6,61,21,1021.0,5.9
2022-09-16,17.4,9.3,0.1,0.1,0.0,14.0,29.5,12.6,63,80,1022.3,5.6
2022-09-17,16.8,7.0,0.0,0.0,0.0,8.2,18.4,12.6,69,81,1022.5,2.8
2022-09-18,15.3,10.3,26.0,26.0,0.0,18.4,35.3,12.6,93,97,1013.6,4.5
2022-09-19,14.4,8.7,9.7,9.7,0.0,17.1,35.3,11.5,95,92,1010.8,7.6
2022-09-20,13.7,10.1,0.1,0.1,0.0,16.3,31.7,11.8,88,99,1012.2,6.7
2022-09-21,18.6,9.4,0.2,0.2,0.0,20.3,39.6,13.9,82,93,1009.6,2.2
2022-09-22,16.6,9.2,13.7,13.7,0.0,27.4,56.9,13.8,74,87,1002.0,6.0
2022-09-23,12.7,5.9,0.0,0.0,0.0,21.4,41.4,9.0,55,56,1013.7,10.2
2022-09-24,17.1,6.4,0.0,0.0,0.0,22.8,44.3,11.3,66,3,1012.0,11.5
2022-09-25,16.5,9.0,2.3,2.3,0.0,13.9,25.6,12.3,83,94,1003.8,7.2
2022-09-26,17.3,10.1,15.3,15.3,0.0,16.2,33.1,12.5,89,82,1000.7,3.4
2022-09-27,15.3,10.0,10.1,10.1,0.0,19.8,38.5,11.7,88,64,1005.6,5.6
2022-09-28,15.7,8.4,0.7,0.7,0.0,17.1,32.8,11.7,79,49,1018.0,6.8
2022-09-29,12.1,5.5,0.0,0.0,0.0,10.9,23.8,8.7,69,27,1029.3,6.5
2022-09-30,14.7,5.0,0.0,0.0,0.0,11.7,26.3,9.9,76,39,1026.2,4.5
2022-10-01,14.8,7.2,0.0,0.0,0.0,21.8,40.3,10.7,76,100,1022.5,0.8
2022-10-02,10.5,4.2,0.0,0.0,0.0,22.6,41.8,6.8,58,64,1028.5,6.6
2022-10-03,12.0,0.9,0.0,0.0,0.0,9.2,22.0,7.2,69,16,1028.0,2.2
2022-10-04,14.1,5.2,0.0,0.0,0.0,5.4,15.8,9.6,70,40,1022.1,0.0
2022-10-05,16.9,4.8,0.0,0.0,0.0,8.2,15.8,10.5,72,27,1016.5,1.1
2022-10-06,19.8,9.9,0.2,0.2,0.0,19.9,36.7,14.4,74,65,1012.4,7.5
2022-10-07,15.8,5.0,0.4,0.4,0.0,27.4,53.3,11.2,74,83,1012.6,7.7
2022-10-08,9.0,2.3,0.0,0.0,0.0,27.9,52.9,5.8,59,84,1018.3,14.0
2022-10-09,11.3,1.8,0.5,0.5,0.0,22.7,42.8,7.6,61,60,1015.2,5.0
2022-10-10,9.5,2.0,0.0,0.0,0.0,15.8,31.7,5.9,65,57,1022.0,1.9
2022-10-11,13.4,1.5,0.0,0.0,0.0,16.4,34.6,7.3,75,21,1022.6,7.0
2022-10-12,17.4,6.6,0.0,0.0,0.0,20.1,35.6,11.9,74,82,1017.2,6.5
2022-10-13,16.3,9.8,21.2,21.2,0.0,33.1,66.2,13.0,80,93,1008.3,3.0
2022-10-14,13.4,8.0,12.2,12.2,0.0,9.8,21.6,10.3,85,55,1012.6,1.5
2022-10-15,15.8,4.1,0.7,0.7,0.0,26.9,52.2,10.0,76,68,1013.5,4.4
2022-10-16,13.3,4.3,0.0,0.0,0.0,18.7,40.0,8.7,63,54,1013.3,4.6
2022-10-17,15.3,5.5,3.8,3.8,0.0,20.8,38.5,9.2,77,91,1004.7,6.8
2022-10-18,10.4,3.7,2.9,2.9,0.0,13.0,29.2,7.5,82,57,1002.3,5.0
2022-10-19,9.5,1.9,2.7,2.7,0.0,16.5,29.2,5.6,80,39,1005.4,2.6
2022-10-20,7.8,3.3,1.9,1.9,0.0,28.5,59.4,5.7,70,99,1008.4,13.3
2022-10-21,12.5,3.2,0.0,0.0,0.0,21.6,38.9,7.7,60,39,1015.8,10.2
2022-10-22,18.4,5.6,0.0,0.0,0.0,13.1,27.0,10.9,66,2,1019.2,7.2
2022-10-23,17.2,4.8,0.0,0.0,0.0,9.9,16.6,10.2,80,60,1025.7,0.0
2022-10-24,16.7,6.2,0.0,0.0,0.0,10.3,23.0,11.2,81,43,1023.5,4.7
2022-10-25,20.6,10.2,0.0,0.0,0.0,20.6,36.7,15.5,89,41,1017.1,5.1
2022-10-26,20.5,13.3,8.5,8.5,0.0,23.9,44.3,16.6,86,70,1007.2,14.6
2022-10-27,12.6,1.9,1.3,1.3,0.0,30.0,55.4,7.5,63,27,1021.1,7.5
2022-10-28,6.8,-0.7,0.0,0.0,0.0,8.7,14.0,2.7,71,43,1035.3,0.8
2022-10-29,11.1,-0.1,0.0,0.0,0.0,11.8,24.5,5.3,75,48,1029.7,6.1
2022-10-30,13.3,2.8,0.0,0.0,0.0,10.4,19.4,7.1,73,45,1021.5,5.0
2022-10-31,12.8,4.1,0.9,0.9,0.0,8.9,15.1,8.2,73,89,1014.4,2.9
2022-11-01,13.8,7.8,2.4,2.4,0.0,16.0,31.7,10.1,89,69,1014.9,1.0
2022-11-02,11.3,3.4,0.0,0.0,0.0,12.6,22.3,7.5,75,14,1026.9,0.8
2022-11-03,14.6,2.1,0.0,0.0,0.0,15.8,28.8,8.0,81,37,1025.1,5.2
2022-11-04,17.1,6.5,0.0,0.0,0.0,17.1,31.3,11.3,75,58,1020.7,7.3
2022-11-05,21.4,10.7,0.0,0.0,0.0,22.2,40.3,15.6,75,87,1015.6,11.5
2022-11-06,18.7,14.4,8.1,8.1,0.0,24.9,50.4,16.4,76,99,1014.0,9.6
2022-11-07,14.0,6.2,0.0,0.0,0.0,34.6,67.3,11.1,55,12,1018.4,16.7
2022-11-08,5.8,-0.5,0.0,0.0,0.0,21.9,45.7,3.1,52,8,1036.4,5.6
2022-11-09,7.2,-2.9,0.0,0.0,0.0,15.3,29.2,2.1,67,43,1033.6,4.8
2022-11-10,15.4,4.4,4.1,4.1,0.0,23.4,43.9,11.0,45,72,1018.9,10.1
2022-11-11,14.9,7.7,25.4,25.4,0.0,17.3,32.0,11.9,79,83,1011.1,6.5
2022-11-12,12.8,6.1,27.9,27.9,0.0,25.2,46.8,9.7,86,100,1000.2,1.8
2022-11-13,6.1,-0.9,0.3,0.3,0.0,20.3,40.7,3.1,65,94,1012.3,5.1
2022-11-14,0.9,-3.0,0.0,0.0,0.0,26.0,50.0,-0.9,58,41,1024.3,8.4
2022-11-15,0.6,-4.0,0.0,0.0,0.0,15.1,28.1,-1.7,63,74,1031.3,1.1
2022-11-16,-0.5,-1.7,12.3,0.3,8.4,16.9,31.3,-1.1,86,99,1014.6,4.2
2022-11-17,-1.6,-5.8,0.2,0.0,0.14,22.4,45.0,-3.3,78,65,1009.2,13.7
2022-11-18,-2.0,-10.4,0.3,0.0,0.21,15.0,29.9,-5.8,83,73,1013.4,2.5
2022-11-19,-0.3,-4.6,0.0,0.0,0.0,21.4,41.0,-2.3,74,87,1015.8,4.0
2022-11-20,-3.0,-9.4,2.0,0.1,1.33,34.6,68.0,-5.2,65,58,1012.8,6.8
2022-11-21,3.0,-9.7,0.2,0.0,0.14,31.1,58.0,-3.6,60,75,1019.0,7.8
2022-11-22,0.1,-7.2,0.0,0.0,0.0,24.9,51.8,-2.8,61,60,1023.2,2.3
2022-11-23,1.5,-4.9,0.0,0.0,0.0,11.9,22.0,-1.7,73,76,1023.3,2.5
2022-11-24,1.2,-6.4,0.0,0.0,0.0,10.5,20.2,-3.4,75,75,1025.3,3.6
2022-11-25,2.8,-2.2,4.9,4.9,0.0,24.9,45.7,0.4,88,81,1007.8,4.5
2022-11-26,5.2,-3.2,0.0,0.0,0.0,22.9,42.5,1.6,75,41,1010.7,7.9
2022-11-27,6.9,1.5,2.9,2.9,0.0,18.3,33.5,3.9,76,93,1002.5,4.7
2022-11-28,4.1,-4.1,1.8,1.8,0.0,19.2,37.4,0.7,77,73,1006.4,5.9
2022-11-29,0.0,-6.0,0.0,0.0,0.0,12.4,23.0,-2.8,69,94,1024.3,3.6
2022-11-30,5.6,-2.8,12.1,12.1,0.0,40.4,74.9,1.8,83,91,1007.7,12.9
2022-12-01,0.5,-3.7,0.3,0.0,0.21,34.5,69.5,-1.4,59,61,1015.3,6.8
2022-12-02,2.8,-5.1,0.0,0.0,0.0,24.5,43.9,-0.5,69,86,1027.3,5.5
2022-12-03,7.4,-1.2,10.7,10.7,0.0,41.7,81.7,2.7,80,89,1010.7,18.7
2022-12-04,-1.1,-4.8,0.0,0.0,0.0,25.9,48.6,-3.2,59,80,1019.1,7.6
2022-12-05,5.2,-1.6,0.2,0.0,0.14,20.6,38.2,1.0,57,89,1018.0,8.6
2022-12-06,6.1,1.3,17.1,17.1,0.0,19.5,34.9,3.6,80,100,1024.0,6.3
2022-12-07,8.2,3.8,8.3,8.3,0.0,19.8,36.7,6.3,98,100,1019.4,9.2
2022-12-08,3.5,-4.3,0.0,0.0,0.0,14.0,25.9,0.8,77,33,1025.6,5.4
2022-12-09,-2.8,-9.7,0.0,0.0,0.0,18.8,35.3,-5.9,61,2,1032.6,6.2
2022-12-10,-6.0,-11.3,0.0,0.0,0.0,22.2,44.3,-9.2,54,0,1035.3,14.6
2022-12-11,-4.7,-9.6,0.6,0.0,0.42,17.7,34.2,-7.2,58,100,1026.9,13.2
2022-12-12,-4.9,-10.8,0.0,0.0,0.0,18.6,34.9,-7.8,51,15,1027.1,6.4
2022-12-13,-1.6,-8.4,0.1,0.0,0.07,18.9,35.6,-5.5,69,33,1025.2,6.6
2022-12-14,1.1,-9.6,0.0,0.0,0.0,16.7,34.6,-4.6,61,34,1024.7,8.2
2022-12-15,4.1,-4.1,0.0,0.0,0.0,24.1,46.8,-0.2,76,79,1025.4,9.7
2022-12-16,0.0,-1.6,9.2,0.0,6.44,22.8,41.8,-0.8,80,100,1014.5,18.1
2022-12-17,-1.4,-2.9,11.1,0.0,7.77,17.8,32.8,-2.0,94,100,1005.3,5.4
2022-12-18,-1.8,-5.8,0.1,0.0,0.07,15.6,28.1,-3.1,87,83,1009.2,8.1
2022-12-19,-2.0,-8.6,0.3,0.0,0.21,16.6,29.5,-5.3,84,53,1018.9,8.0
2022-12-20,-2.8,-7.5,0.0,0.0,0.0,15.1,27.0,-5.0,86,78,1029.2,8.9
2022-12-21,-0.4,-9.1,0.1,0.0,0.07,16.9,32.4,-5.5,82,72,1030.1,5.9
2022-12-22,-2.8,-14.2,0.7,0.0,0.49,17.4,31.0,-9.4,84,99,1029.3,7.1
2022-12-23,6.4,-10.8,19.6,5.9,9.59,39.3,75.2,-0.4,83,97,989.2,18.9
2022-12-24,-9.0,-11.3,2.9,0.0,2.03,36.3,68.0,-10.3,70,100,991.3,23.2
2022-12-25,-5.7,-9.6,2.0,0.1,1.33,30.4,57.2,-7.6,75,97,1000.5,14.6
2022-12-26,-4.6,-11.9,0.8,0.0,0.56,21.9,41.0,-7.7,79,74,1015.3,8.4
2022-12-27,-5.8,-12.9,1.2,0.0,0.84,19.9,36.7,-8.3,80,86,1020.7,2.6
2022-12-28,-2.1,-9.3,4.3,0.0,3.01,15.2,28.4,-4.3,89,100,1021.1,7.3
2022-12-29,2.6,-4.7,0.0,0.0,0.0,14.8,27.0,-0.5,84,91,1019.9,5.3
2022-12-30,4.5,1.9,1.8,1.8,0.0,13.3,25.6,3.3,90,100,1017.7,7.3
2022-12-31,4.1,1.6,15.1,15.1,0.0,14.1,26.3,3.0,99,100,1011.3,4.0
2023-01-01,2.0,-2.3,4.8,4.8,0.0,17.2,31.3,0.9,95,98,1009.7,7.6
2023-01-02,2.0,-3.0,0.9,0.6,0.21,14.1,25.9,-0.4,94,96,1017.5,0.8
2023-01-03,1.5,-2.7,0.0,0.0,0.0,14.3,25.2,-0.7,93,100,1015.6,2.1
2023-01-04,0.8,-5.3,5.5,1.8,2.59,26.6,48.2,-1.3,87,100,1014.2,6.6
2023-01-05,-3.5,-6.7,12.5,1.8,7.49,29.5,60.1,-4.8,90,95,1015.0,5.0
2023-01-06,0.4,-9.8,0.1,0.1,0.0,14.3,25.6,-3.2,92,99,1015.2,0.7
2023-01-07,-0.9,-10.4,0.1,0.1,0.0,17.2,32.0,-5.2,73,65,1021.0,9.6
2023-01-08,-5.4,-12.7,0.0,0.0,0.0,16.9,32.8,-8.9,71,46,1024.6,7.3
2023-01-09,-1.8,-6.1,0.8,0.0,0.56,21.7,40.7,-3.7,81,99,1012.1,9.8
2023-01-10,-2.4,-15.9,0.0,0.0,0.0,18.5,33.8,-9.5,70,19,1018.6,5.0
2023-01-11,-9.9,-19.9,0.0,0.0,0.0,14.6,25.9,-13.7,76,84,1026.5,6.3
2023-01-12,-0.2,-10.2,13.8,0.3,9.45,17.3,32.8,-3.1,87,100,1018.1,9.3
2023-01-13,-1.0,-6.8,27.1,0.3,18.76,27.0,49.0,-3.2,89,100,1006.9,12.0
2023-01-14,-6.0,-13.5,0.0,0.0,0.0,15.1,27.0,-9.5,77,54,1018.6,7.3
2023-01-15,-10.0,-17.3,0.0,0.0,0.0,15.1,24.1,-13.6,76,0,1027.0,3.4
2023-01-16,-6.7,-17.8,0.0,0.0,0.0,14.0,25.9,-11.8,75,67,1019.3,3.2
2023-01-17,-4.2,-13.4,0.3,0.2,0.07,9.4,16.9,-8.3,81,62,1005.6,4.1
2023-01-18,0.2,-3.9,1.4,0.1,0.91,15.8,27.4,-1.9,87,80,1006.8,3.7
2023-01-19,-2.6,-8.7,3.7,0.0,2.59,21.0,37.8,-4.8,82,85,1015.0,4.8
2023-01-20,-2.9,-7.8,8.8,0.0,6.16,22.0,41.0,-3.9,89,95,1006.9,12.1
2023-01-21,-2.8,-9.9,0.0,0.0,0.0,10.6,21.6,-6.3,85,83,1020.5,2.9
2023-01-22,-1.6,-4.9,1.5,0.0,1.05,12.6,22.0,-3.2,89,100,1017.6,5.4
2023-01-23,-1.3,-5.5,0.2,0.0,0.14,18.0,33.5,-3.5,87,94,1008.6,4.6
2023-01-24,0.1,-10.3,0.3,0.0,0.21,26.1,47.9,-2.8,80,80,1013.6,6.6
2023-01-25,-7.5,-16.6,10.0,0.0,7.0,22.7,39.6,-12.4,80,83,1023.2,7.3
2023-01-26,-5.2,-8.8,6.9,0.0,4.83,23.9,43.2,-6.6,83,87,1000.6,12.1
2023-01-27,-4.6,-15.8,0.1,0.0,0.07,16.2,28.8,-9.6,80,70,1015.8,1.4
2023-01-28,0.2,-7.6,1.8,0.1,1.19,30.2,54.7,-3.0,77,89,1017.4,6.7
2023-01-29,-6.1,-13.7,11.0,0.0,7.7,22.7,40.7,-10.3,83,89,1022.4,4.5
2023-01-30,-10.8,-14.2,2.0,0.0,1.4,10.2,17.3,-12.3,86,97,1023.4,1.9
2023-01-31,-11.5,-20.3,0.5,0.0,0.35,13.9,25.2,-14.6,73,17,1025.3,1.8
2023-02-01,-10.9,-21.4,0.1,0.0,0.07,15.1,27.4,-16.2,75,39,1023.5,3.3
2023-02-02,-2.7,-11.9,1.1,0.0,0.84,33.5,63.4,-6.7,75,94,1011.3,6.9
2023-02-03,-11.2,-29.8,0.0,0.0,0.0,28.4,51.5,-24.6,53,43,1020.3,21.0
2023-02-04,-17.0,-31.6,0.2,0.0,0.14,22.6,40.3,-26.7,61,61,1031.8,4.7
2023-02-05,-4.7,-16.4,1.9,0.0,1.33,16.9,29.2,-9.4,76,100,1014.6,1.5
2023-02-06,-5.8,-12.8,0.3,0.0,0.21,12.7,23.0,-8.4,79,34,1022.4,4.6
2023-02-07,0.9,-18.1,1.1,0.5,0.42,26.5,49.7,-9.1,73,58,1020.3,7.3
2023-02-08,1.9,-3.6,0.1,0.0,0.07,19.9,35.6,-0.1,81,69,1018.2,5.7
2023-02-09,2.1,-8.0,22.2,8.8,9.38,20.6,36.7,-3.1,92,92,1019.0,6.5
2023-02-10,4.3,-3.1,5.0,4.0,0.7,34.3,62.3,0.9,83,91,1005.0,2.8
2023-02-11,-3.3,-8.9,1.2,0.0,0.84,25.5,45.4,-5.6,76,39,1020.5,5.9
2023-02-12,0.5,-6.4,0.0,0.0,0.0,26.1,46.8,-3.2,80,30,1016.0,6.1
2023-02-13,1.5,-9.5,0.0,0.0,0.0,11.8,20.5,-4.3,84,48,1004.8,7.1
2023-02-14,2.7,-6.3,0.0,0.0,0.0,18.0,32.0,-1.4,82,36,1013.5,5.1
2023-02-15,5.6,-5.1,4.9,4.9,0.0,24.8,45.4,1.6,78,88,1008.6,7.6
2023-02-16,5.1,-3.2,0.5,0.0,0.35,32.2,59.0,1.0,76,81,1013.2,7.1
2023-02-17,-3.4,-15.8,12.9,1.8,7.77,31.6,59.8,-8.8,80,93,1010.1,6.2
2023-02-18,-2.4,-19.2,0.1,0.0,0.07,23.1,42.5,-9.5,81,72,1021.6,9.7
2023-02-19,2.2,-9.0,0.8,0.1,0.49,26.6,48.2,-1.5,78,83,1017.9,7.9
2023-02-20,3.1,-8.2,0.5,0.5,0.0,18.0,36.7,-0.4,73,67,1004.5,9.7
2023-02-21,-7.9,-14.8,2.5,0.0,1.75,16.8,34.9,-11.3,72,65,1005.2,6.1
2023-02-22,-7.8,-14.1,0.1,0.0,0.07,21.7,40.7,-10.4,65,78,1021.0,4.4
2023-02-23,-11.4,-14.2,9.2,0.0,6.44,22.6,42.5,-13.0,77,100,1018.4,12.0
2023-02-24,-11.9,-16.9,0.5,0.1,0.28,17.3,34.9,-14.2,63,59,1026.5,10.2
2023-02-25,-13.5,-19.6,0.6,0.0,0.42,10.0,18.0,-16.3,64,63,1030.2,1.1
2023-02-26,-7.1,-20.1,2.0,0.0,1.4,15.0,31.3,-12.2,82,88,1011.6,1.6
2023-02-27,-8.0,-18.7,0.2,0.0,0.14,18.7,33.8,-11.8,72,65,1015.6,3.4
2023-02-28,-0.7,-8.6,13.1,0.0,9.17,26.4,48.2,-4.4,81,99,1008.1,10.6
2023-03-01,-0.1,-6.0,0.2,0.0,0.14,20.2,42.1,-2.9,83,79,1016.8,4.2
2023-03-02,0.1,-3.9,5.6,0.0,3.92,19.3,35.3,-2.2,88,95,1007.5,6.0
2023-03-03,-5.2,-15.8,0.0,0.0,0.0,15.3,28.4,-9.8,73,51,1018.0,6.4
2023-03-04,-3.4,-8.3,10.1,0.0,7.07,25.2,45.4,-5.1,87,100,1009.2,5.0
2023-03-05,1.6,-8.3,0.0,0.0,0.0,17.5,31.3,-2.6,84,78,1018.2,2.7
2023-03-06,1.0,-6.5,0.0,0.0,0.0,27.0,50.0,-2.6,67,2,1017.9,11.8
2023-03-07,-4.1,-7.3,0.5,0.0,0.35,16.8,31.7,-5.6,74,93,1014.2,10.5
2023-03-08,0.0,-7.0,0.1,0.1,0.0,17.7,31.3,-3.6,78,95,1023.9,10.1
2023-03-09,1.8,-4.7,0.1,0.0,0.07,12.5,23.4,-2.2,78,81,1024.4,4.3
2023-03-10,-1.7,-7.8,0.0,0.0,0.0,11.6,20.9,-4.3,78,100,1017.9,4.1
2023-03-11,1.0,-8.1,0.0,0.0,0.0,16.3,29.9,-4.6,78,57,1014.6,4.5
2023-03-12,1.1,-10.4,0.0,0.0,0.0,10.8,18.4,-4.8,77,49,1017.7,5.5
2023-03-13,1.3,-7.3,2.0,2.0,0.0,14.3,27.0,-1.3,85,99,1013.9,3.3
2023-03-14,1.6,-1.8,2.8,0.2,1.82,26.9,49.3,-0.0,86,100,1007.8,7.1
2023-03-15,3.8,-3.5,0.2,0.0,0.14,24.3,45.0,0.2,69,60,1010.0,8.1
2023-03-16,1.2,-4.6,0.1,0.0,0.07,17.6,34.6,-1.6,80,98,1013.0,5.2
2023-03-17,4.1,-1.6,8.3,8.1,0.14,24.0,43.2,1.3,90,100,1002.2,5.2
2023-03-18,3.1,-3.9,0.0,0.0,0.0,25.5,47.9,-0.1,66,50,1003.9,12.9
2023-03-19,-4.4,-8.8,0.2,0.0,0.14,32.3,62.6,-6.8,57,62,1009.7,10.7
2023-03-20,4.3,-6.9,0.2,0.0,0.14,29.4,56.9,-0.6,63,67,1017.3,10.0
2023-03-21,4.4,-4.5,0.0,0.0,0.0,20.0,40.0,-0.0,68,76,1024.6,5.7
2023-03-22,1.2,-8.7,0.1,0.0,0.07,19.6,38.5,-3.5,61,64,1028.2,11.8
2023-03-23,2.7,-2.9,9.1,9.1,0.0,16.6,28.8,0.2,94,85,1009.5,1.9
2023-03-24,3.8,-4.5,0.0,0.0,0.0,19.2,41.0,-0.3,68,46,1015.7,8.7
2023-03-25,3.1,-6.5,10.6,1.4,6.44,22.9,45.7,-1.7,78,98,1014.9,9.7
2023-03-26,4.3,-0.4,2.4,2.3,0.07,30.2,58.7,1.6,78,77,1006.4,16.6
2023-03-27,5.8,-4.2,0.0,0.0,0.0,14.9,30.2,1.0,71,68,1017.7,5.8
2023-03-28,3.2,-4.5,0.0,0.0,0.0,13.8,28.8,-0.3,68,74,1020.2,5.9
2023-03-29,8.6,-7.0,2.7,1.8,0.63,35.5,65.9,0.4,71,56,1015.1,1.4
2023-03-30,-1.4,-8.4,0.0,0.0,0.0,28.1,65.2,-4.6,50,51,1022.3,8.9
2023-03-31,3.5,-6.5,6.1,0.4,3.99,16.3,33.5,-1.5,75,79,1020.3,8.1
2023-04-01,11.8,-0.2,10.5,10.5,0.0,16.9,36.0,3.9,88,83,995.9,5.4
2023-04-02,0.3,-8.1,0.0,0.0,0.0,21.8,42.1,-3.4,49,19,1014.3,9.7
2023-04-03,6.8,-5.6,1.0,0.9,0.07,23.6,49.0,0.8,62,93,1012.7,5.8
2023-04-04,10.2,-4.0,0.0,0.0,0.0,23.6,43.6,2.8,66,73,1020.8,4.8
2023-04-05,2.1,-4.0,23.0,23.0,0.0,30.4,59.8,-1.8,80,100,1023.4,4.8
2023-04-06,12.9,-0.4,0.7,0.7,0.0,25.5,49.7,4.8,80,99,1016.2,0.4
2023-04-07,2.6,-4.8,0.0,0.0,0.0,36.5,70.2,0.3,47,32,1024.9,8.2
2023-04-08,5.0,-6.6,0.0,0.0,0.0,18.6,38.5,-0.8,50,9,1032.0,5.8
2023-04-09,9.1,-5.3,0.0,0.0,0.0,17.1,35.6,2.2,50,13,1031.8,5.9
2023-04-10,15.4,-1.8,0.0,0.0,0.0,24.5,47.9,6.8,54,28,1025.3,14.2
2023-04-11,13.2,5.9,0.4,0.4,0.0,32.6,60.1,10.0,50,100,1010.7,17.1
2023-04-12,11.4,2.9,0.1,0.1,0.0,21.2,38.9,6.8,60,89,1009.2,1.1
2023-04-13,23.7,1.8,0.0,0.0,0.0,21.3,41.0,13.0,63,23,1006.4,1.1
2023-04-14,16.8,5.4,0.0,0.0,0.0,17.6,36.7,11.3,49,12,1013.3,10.2
2023-04-15,22.7,3.1,0.0,0.0,0.0,18.8,33.8,12.5,55,1,1012.0,9.4
2023-04-16,23.8,3.8,0.0,0.0,0.0,16.8,30.2,13.2,65,10,1008.0,8.4
2023-04-17,14.3,4.9,13.1,13.1,0.0,19.9,39.6,8.9,92,82,1001.6,5.8
2023-04-18,8.7,2.7,0.6,0.6,0.0,25.8,51.1,5.3,68,89,1003.2,14.7
2023-04-19,5.7,-1.0,0.0,0.0,0.0,22.0,43.9,2.4,63,82,1014.6,12.5
2023-04-20,9.1,-3.3,0.7,0.3,0.28,13.9,30.6,2.9,56,61,1023.3,5.4
2023-04-21,14.4,1.4,7.0,7.0,0.0,19.6,40.3,7.2,58,97,1017.9,8.9
2023-04-22,18.1,7.6,1.9,1.9,0.0,31.0,59.4,12.6,59,96,1011.2,20.3
2023-04-23,9.2,5.6,28.3,28.3,0.0,21.3,50.0,7.2,95,100,1013.5,7.2
2023-04-24,8.5,3.1,6.8,6.8,0.0,14.4,27.4,5.5,91,98,1016.4,0.8
2023-04-25,9.8,0.7,0.4,0.4,0.0,12.3,25.2,5.2,80,71,1020.9,5.2
2023-04-26,11.7,-1.5,2.8,2.8,0.0,15.6,33.8,4.5,78,55,1022.8,1.3
