time,temperature_2m_max,temperature_2m_min,precipitation_sum,rain_sum,snowfall_sum,wind_speed_10m_max,wind_gusts_10m_max,temperature_2m_mean,relative_humidity_2m_mean,cloud_cover_mean,pressure_msl_mean,wind_speed_10m_min
2023-04-27,11.9,-0.0,0.3,0.3,0.0,9.5,19.4,5.5,73,63,1023.4,0.4
2023-04-28,16.7,0.8,0.0,0.0,0.0,15.0,30.2,9.5,59,65,1021.0,6.0
2023-04-29,14.7,6.2,6.3,6.3,0.0,23.1,46.1,9.5,68,100,1015.3,8.4
2023-04-30,14.5,5.2,17.9,17.9,0.0,24.9,53.3,8.8,82,100,1004.6,10.9
2023-05-01,10.0,5.2,27.0,27.0,0.0,29.8,55.1,7.5,88,94,988.3,8.7
2023-05-02,11.9,3.3,9.0,9.0,0.0,17.4,38.2,7.5,84,92,995.2,2.7
2023-05-03,8.7,5.2,8.5,8.5,0.0,24.8,46.8,6.4,89,100,1002.0,15.3
2023-05-04,10.1,3.9,1.2,1.2,0.0,21.9,42.1,6.6,74,87,1015.1,7.4
2023-05-05,15.1,3.0,0.2,0.2,0.0,14.8,32.4,9.2,70,33,1023.5,3.5
2023-05-06,20.5,4.8,0.0,0.0,0.0,19.4,36.7,13.0,55,30,1020.9,7.6
2023-05-07,20.5,5.9,0.0,0.0,0.0,24.1,47.2,13.1,56,54,1012.4,7.6
2023-05-08,15.7,6.1,0.0,0.0,0.0,18.1,36.0,10.5,42,4,1010.4,5.0
2023-05-09,15.6,2.6,0.0,0.0,0.0,14.8,32.8,9.1,43,23,1016.7,2.4
2023-05-10,20.8,3.2,0.0,0.0,0.0,22.4,44.6,12.3,52,7,1016.5,6.8
2023-05-11,23.5,7.5,0.0,0.0,0.0,21.9,40.0,15.4,55,31,1015.2,14.3
2023-05-12,23.4,10.7,0.3,0.3,0.0,22.4,43.6,17.3,60,56,1013.6,7.6
2023-05-13,18.0,6.2,0.0,0.0,0.0,28.9,55.8,12.4,45,12,1019.1,5.7
2023-05-14,16.0,3.3,0.0,0.0,0.0,17.0,36.0,9.6,46,8,1024.7,7.7
2023-05-15,20.5,6.7,0.2,0.2,0.0,31.9,64.1,13.1,47,89,1015.3,10.2
2023-05-16,11.9,2.8,9.9,9.9,0.0,30.7,59.4,8.1,71,80,1003.2,4.0
2023-05-17,6.8,1.4,0.0,0.0,0.0,23.2,47.2,3.9,46,74,1012.9,6.9
2023-05-18,12.6,-0.4,0.0,0.0,0.0,15.2,32.4,6.8,51,29,1022.9,2.7
2023-05-19,22.3,5.4,0.6,0.6,0.0,21.3,43.9,14.3,61,76,1018.6,6.2
2023-05-20,20.8,11.4,7.8,7.8,0.0,25.1,45.4,15.5,73,99,1013.5,11.2
2023-05-21,21.3,9.2,2.1,2.1,0.0,26.2,47.5,14.5,64,48,1011.4,10.6
2023-05-22,13.7,4.4,0.0,0.0,0.0,16.1,32.4,8.9,49,1,1025.5,2.9
2023-05-23,20.2,6.4,0.0,0.0,0.0,14.2,26.6,13.8,46,21,1022.9,4.0
2023-05-24,12.9,7.0,10.1,10.1,0.0,24.5,45.0,9.9,75,73,1018.3,4.1
2023-05-25,16.7,6.2,0.0,0.0,0.0,16.6,32.4,11.0,45,41,1022.5,6.6
2023-05-26,19.8,4.1,0.0,0.0,0.0,16.8,35.3,12.3,54,26,1024.4,3.1
2023-05-27,24.9,8.6,0.0,0.0,0.0,19.9,40.7,16.7,53,11,1023.3,6.6
2023-05-28,27.9,11.9,0.0,0.0,0.0,22.9,44.6,19.5,46,6,1016.7,11.6
2023-05-29,20.6,11.0,0.0,0.0,0.0,17.1,34.6,15.9,42,23,1020.1,8.2
2023-05-30,25.3,8.0,0.0,0.0,0.0,8.9,22.3,17.7,57,13,1019.3,3.6
2023-05-31,28.9,12.1,0.0,0.0,0.0,12.2,28.1,20.8,53,0,1018.5,7.1
2023-06-01,30.8,15.5,0.1,0.1,0.0,12.9,23.0,22.7,57,25,1017.1,2.9
2023-06-02,28.2,12.2,1.3,1.3,0.0,33.2,63.4,20.9,66,33,1015.2,4.6
2023-06-03,17.6,10.4,0.0,0.0,0.0,34.1,64.1,13.7,50,11,1021.9,13.3
2023-06-04,17.3,7.6,0.0,0.0,0.0,26.0,51.8,12.7,54,34,1020.0,5.9
2023-06-05,20.7,8.1,0.1,0.1,0.0,11.9,22.7,15.0,63,79,1012.4,1.0
2023-06-06,19.8,10.7,10.6,10.6,0.0,25.2,49.7,14.0,71,56,1005.0,5.9
2023-06-07,15.5,8.9,4.6,4.6,0.0,16.9,33.8,11.8,80,96,1003.0,3.9
2023-06-08,15.8,8.4,2.0,2.0,0.0,18.6,35.6,11.3,84,89,1006.6,4.7
2023-06-09,16.7,8.4,0.8,0.8,0.0,15.0,29.2,12.5,78,64,1007.3,5.2
2023-06-10,19.4,8.8,1.8,1.8,0.0,9.4,28.8,14.7,73,52,1007.3,2.3
2023-06-11,24.5,11.8,0.0,0.0,0.0,12.3,25.9,18.5,63,62,1010.2,1.3
2023-06-12,27.1,15.0,0.1,0.1,0.0,17.7,36.0,21.4,57,92,1007.5,4.4
2023-06-13,20.1,14.2,16.3,16.3,0.0,13.9,30.2,17.4,77,92,1003.7,2.7
2023-06-14,21.8,11.1,0.0,0.0,0.0,9.7,20.9,17.3,65,82,1000.6,2.5
2023-06-15,22.6,14.6,10.3,10.3,0.0,12.9,42.5,17.8,82,94,1000.3,3.6
2023-06-16,21.5,12.8,5.2,5.2,0.0,15.1,26.6,16.8,86,97,1005.5,1.8
2023-06-17,15.8,12.2,13.8,13.8,0.0,22.5,43.9,14.0,94,100,1006.3,7.0
2023-06-18,18.1,11.5,0.4,0.4,0.0,20.2,37.4,14.4,77,91,1012.8,5.4
2023-06-19,19.2,10.3,0.0,0.0,0.0,14.1,29.5,14.7,71,63,1019.4,6.6
2023-06-20,22.6,9.9,0.2,0.2,0.0,11.5,20.9,17.5,71,16,1023.3,3.7
2023-06-21,24.3,12.1,0.0,0.0,0.0,11.8,27.4,18.6,69,14,1024.7,6.3
2023-06-22,25.9,13.7,0.0,0.0,0.0,10.5,16.2,20.4,63,1,1021.0,2.3
2023-06-23,27.9,14.6,0.0,0.0,0.0,9.2,21.2,22.3,60,64,1014.4,4.2
2023-06-24,25.1,18.0,11.9,11.9,0.0,10.8,23.8,20.9,83,96,1009.1,1.6
2023-06-25,27.4,17.0,0.4,0.4,0.0,13.8,28.4,21.9,67,39,1009.5,4.3
2023-06-26,26.5,17.6,17.2,17.2,0.0,20.8,45.7,21.6,82,70,1006.5,10.7
2023-06-27,25.0,18.2,3.5,3.5,0.0,20.0,38.5,20.8,84,87,1003.9,6.1
2023-06-28,22.3,17.0,13.6,13.6,0.0,20.5,40.3,19.1,85,94,1007.3,6.0
2023-06-29,24.3,16.3,6.4,6.4,0.0,14.2,23.8,19.5,84,75,1013.8,4.0
2023-06-30,25.9,16.2,0.4,0.4,0.0,9.0,20.9,21.1,77,60,1016.1,1.1
2023-07-01,27.3,17.2,11.4,11.4,0.0,19.1,34.2,20.9,83,78,1013.0,4.3
2023-07-02,23.4,17.8,1.4,1.4,0.0,13.7,25.6,20.7,87,100,1009.6,5.3
2023-07-03,25.5,16.5,0.6,0.6,0.0,8.2,19.4,21.7,83,78,1010.0,2.3
2023-07-04,25.9,17.8,10.0,10.0,0.0,13.1,26.6,22.4,84,54,1012.5,2.8
2023-07-05,28.9,19.2,0.7,0.7,0.0,10.5,21.2,24.3,81,35,1013.1,4.3
2023-07-06,30.7,20.8,0.3,0.3,0.0,12.4,27.7,25.3,72,42,1011.2,3.8
2023-07-07,26.0,20.6,2.0,2.0,0.0,15.2,33.8,23.4,82,87,1009.3,5.4
2023-07-08,26.8,19.6,0.4,0.4,0.0,13.6,27.7,23.0,78,74,1009.8,2.5
2023-07-09,25.9,18.6,8.7,8.7,0.0,15.3,25.9,22.3,72,99,1009.7,4.1
2023-07-10,21.7,18.6,10.9,10.9,0.0,10.4,22.0,20.0,88,100,1009.2,4.4
2023-07-11,27.5,17.8,14.5,14.5,0.0,19.9,45.4,21.2,83,68,1007.7,2.5
2023-07-12,25.0,17.0,1.1,1.1,0.0,18.1,35.3,20.8,74,55,1011.1,4.4
2023-07-13,26.6,16.8,22.0,22.0,0.0,27.6,53.3,20.0,82,92,1008.3,1.8
2023-07-14,24.9,15.4,0.7,0.7,0.0,10.4,20.9,20.3,77,24,1011.9,0.0
2023-07-15,26.5,16.9,0.2,0.2,0.0,9.6,22.0,22.1,77,69,1012.3,0.7
2023-07-16,25.7,20.4,9.7,9.7,0.0,11.3,26.3,22.5,84,78,1007.4,2.6
2023-07-17,26.7,19.5,0.5,0.5,0.0,24.8,46.1,22.7,71,23,1009.5,7.3
2023-07-18,24.8,17.8,4.3,4.3,0.0,15.0,30.6,20.9,80,81,1012.4,3.0
2023-07-19,23.7,16.5,0.4,0.4,0.0,17.4,32.4,20.2,72,9,1014.9,5.4
2023-07-20,24.9,14.7,0.0,0.0,0.0,11.9,23.0,20.5,72,39,1014.1,0.4
2023-07-21,21.8,17.1,32.5,32.5,0.0,19.7,40.7,19.1,85,72,1005.3,5.8
2023-07-22,22.8,16.4,3.2,3.2,0.0,20.9,40.3,19.0,81,55,1006.2,6.6
2023-07-23,25.4,15.4,0.0,0.0,0.0,12.1,25.2,20.7,71,10,1012.5,6.3
2023-07-24,26.7,17.7,0.3,0.3,0.0,14.8,33.1,21.4,75,22,1016.0,4.9
2023-07-25,25.3,17.9,0.1,0.1,0.0,13.7,28.4,21.1,79,68,1015.7,7.0
2023-07-26,27.1,18.0,2.1,2.1,0.0,22.8,46.8,22.4,77,62,1013.6,4.7
2023-07-27,25.4,18.9,27.1,27.1,0.0,14.6,29.2,21.2,88,63,1009.7,2.2
2023-07-28,26.6,19.8,4.4,4.4,0.0,21.6,40.7,22.4,86,71,1011.4,10.4
2023-07-29,19.6,14.1,1.6,1.6,0.0,15.3,27.4,16.5,80,74,1011.4,1.6
2023-07-30,21.9,11.1,0.6,0.6,0.0,19.6,37.4,16.6,71,23,1012.1,5.6
2023-07-31,20.8,13.3,0.8,0.8,0.0,17.1,33.5,16.9,68,41,1013.5,8.1
2023-08-01,19.7,10.6,0.1,0.1,0.0,15.3,29.5,15.4,62,25,1020.2,6.0
2023-08-02,21.5,9.9,0.2,0.2,0.0,13.5,22.7,16.7,68,45,1021.0,2.3
2023-08-03,23.2,15.2,34.1,34.1,0.0,23.2,43.9,17.9,82,92,1012.6,6.2
2023-08-04,22.4,15.7,9.0,9.0,0.0,19.9,34.2,18.0,87,78,1010.3,3.4
2023-08-05,23.3,13.4,0.5,0.5,0.0,15.3,29.2,18.2,70,13,1014.6,6.4
2023-08-06,24.5,14.3,0.0,0.0,0.0,15.4,29.5,19.4,69,42,1015.0,4.5
2023-08-07,21.5,15.2,12.2,12.2,0.0,23.2,41.4,18.3,80,99,1010.3,0.5
2023-08-08,24.2,17.6,27.4,27.4,0.0,22.5,43.6,20.2,89,87,1000.2,7.6
2023-08-09,25.6,14.7,0.2,0.2,0.0,20.2,41.4,20.1,74,37,1002.6,6.5
2023-08-10,24.4,15.9,16.1,16.1,0.0,13.4,28.8,19.0,87,84,1002.4,0.7
2023-08-11,21.7,14.7,1.4,1.4,0.0,26.4,46.8,17.9,76,46,1004.4,7.1
2023-08-12,23.1,12.7,18.8,18.8,0.0,16.9,31.0,17.8,82,90,1009.7,0.7
2023-08-13,23.5,15.7,5.8,5.8,0.0,23.0,43.2,19.4,82,49,1008.6,4.7
2023-08-14,22.2,14.8,0.6,0.6,0.0,16.6,32.0,18.5,80,63,1012.6,6.5
2023-08-15,23.6,13.9,0.3,0.3,0.0,10.2,21.6,19.1,81,52,1010.9,4.1
2023-08-16,23.6,16.0,2.2,2.2,0.0,9.4,20.9,19.8,87,58,1011.9,1.0
2023-08-17,25.5,17.5,1.6,1.6,0.0,22.4,38.5,21.2,83,30,1010.6,5.0
2023-08-18,22.0,16.1,19.5,19.5,0.0,24.3,43.6,19.2,79,52,1003.5,14.2
2023-08-19,17.7,14.9,5.5,5.5,0.0,22.5,41.8,16.0,81,98,1008.4,14.2
2023-08-20,24.1,15.4,0.3,0.3,0.0,23.1,41.8,19.4,75,58,1013.7,14.2
2023-08-21,21.8,14.1,0.1,0.1,0.0,17.6,32.8,18.4,67,81,1018.4,6.5
2023-08-22,22.2,12.0,0.1,0.1,0.0,14.1,24.8,16.8,70,45,1020.8,2.3
2023-08-23,23.2,13.9,0.0,0.0,0.0,13.0,26.3,18.6,70,22,1018.7,3.6
2023-08-24,23.4,12.6,4.6,4.6,0.0,21.5,38.9,18.0,77,54,1015.2,4.7
2023-08-25,19.4,14.7,2.3,2.3,0.0,16.3,29.5,17.1,90,93,1009.7,2.6
2023-08-26,21.2,13.9,7.9,7.9,0.0,13.6,25.6,17.9,85,76,1010.7,3.2
2023-08-27,21.0,12.9,0.7,0.7,0.0,12.9,27.4,16.8,76,27,1015.7,3.1
2023-08-28,22.4,13.0,0.3,0.3,0.0,9.3,19.1,17.7,78,32,1016.2,1.9
2023-08-29,23.0,13.7,1.5,1.5,0.0,11.4,28.1,18.6,85,37,1011.8,2.5
2023-08-30,21.0,14.0,14.5,14.5,0.0,23.5,40.3,17.4,83,66,1005.5,3.6
2023-08-31,20.4,10.1,0.0,0.0,0.0,16.2,31.0,14.4,63,23,1016.5,5.9
2023-09-01,21.6,10.2,0.0,0.0,0.0,13.3,26.3,16.2,76,1,1023.1,6.5
2023-09-02,23.6,13.3,0.0,0.0,0.0,24.8,44.6,18.6,75,64,1015.5,7.2
2023-09-03,26.2,16.8,0.0,0.0,0.0,22.1,38.2,21.1,78,42,1010.6,10.2
2023-09-04,27.2,18.0,0.0,0.0,0.0,11.4,23.0,22.4,82,44,1010.5,6.1
2023-09-05,29.1,19.1,0.0,0.0,0.0,10.0,18.4,23.7,84,4,1012.9,4.9
2023-09-06,29.9,20.3,0.0,0.0,0.0,14.8,27.0,24.7,79,3,1009.1,5.9
2023-09-07,27.1,21.0,1.0,1.0,0.0,22.1,41.8,23.3,83,49,1006.8,7.6
2023-09-08,24.5,18.1,14.3,14.3,0.0,21.2,47.2,21.0,83,75,1011.5,5.0
2023-09-09,20.7,14.4,0.0,0.0,0.0,14.4,27.4,17.2,73,89,1019.9,5.8
2023-09-10,18.1,13.4,23.2,23.2,0.0,19.1,34.9,15.8,88,94,1019.8,4.7
2023-09-11,21.3,11.7,0.0,0.0,0.0,12.8,26.3,16.2,82,55,1018.6,4.5
2023-09-12,21.0,13.0,0.1,0.1,0.0,12.2,22.0,16.6,87,86,1014.9,1.6
2023-09-13,21.4,14.7,14.5,14.5,0.0,15.6,31.7,18.0,83,65,1012.1,5.4
2023-09-14,15.7,11.2,0.2,0.2,0.0,23.4,42.5,13.8,76,50,1017.2,7.1
2023-09-15,19.0,8.5,0.0,0.0,0.0,8.7,16.2,14.2,73,38,1020.9,0.0
2023-09-16,21.9,11.8,0.0,0.0,0.0,16.3,31.0,15.8,66,74,1013.1,7.2
2023-09-17,21.1,11.1,0.0,0.0,0.0,15.3,29.2,15.9,78,71,1011.0,6.0
2023-09-18,18.6,13.5,1.0,1.0,0.0,11.3,24.5,15.8,85,89,1009.6,3.3
2023-09-19,15.5,13.5,15.0,15.0,0.0,16.1,31.3,14.4,89,92,1009.5,9.9
2023-09-20,18.1,10.1,0.0,0.0,0.0,19.6,34.9,13.9,71,25,1018.9,8.6
2023-09-21,19.3,8.7,0.0,0.0,0.0,10.4,21.2,13.7,76,2,1025.4,2.7
2023-09-22,20.1,10.7,0.0,0.0,0.0,11.2,15.8,14.9,77,17,1028.0,1.8
2023-09-23,20.0,10.7,0.0,0.0,0.0,11.6,19.8,14.9,82,100,1025.2,1.0
2023-09-24,20.7,11.6,0.0,0.0,0.0,16.9,31.0,15.7,76,42,1022.2,7.7
2023-09-25,18.1,10.7,0.0,0.0,0.0,25.0,46.4,13.7,68,1,1025.1,11.8
2023-09-26,16.9,7.5,0.0,0.0,0.0,16.1,31.7,11.6,74,49,1031.4,6.4
2023-09-27,18.1,6.4,0.0,0.0,0.0,10.6,21.2,11.7,78,77,1029.2,5.4
2023-09-28,19.5,7.8,0.0,0.0,0.0,9.7,18.4,13.0,82,27,1026.1,5.4
2023-09-29,18.8,9.2,0.0,0.0,0.0,10.3,19.1,13.4,83,98,1024.1,5.4
2023-09-30,20.4,9.0,0.0,0.0,0.0,10.2,14.8,14.2,82,20,1023.4,1.0
2023-10-01,21.9,11.2,0.0,0.0,0.0,12.8,27.0,15.9,79,13,1023.5,2.6
2023-10-02,20.4,9.2,0.0,0.0,0.0,11.7,20.2,14.6,71,55,1022.6,2.2
2023-10-03,24.3,15.0,0.0,0.0,0.0,16.7,32.0,19.0,79,48,1018.4,8.7
2023-10-04,25.4,14.8,0.0,0.0,0.0,13.4,22.3,19.4,79,8,1020.2,6.5
2023-10-05,26.1,16.0,0.0,0.0,0.0,19.7,33.8,20.2,69,78,1017.8,8.6
2023-10-06,21.5,15.6,22.4,22.4,0.0,27.1,49.3,18.0,80,100,1013.2,3.0
2023-10-07,16.4,9.0,59.0,59.0,0.0,25.7,44.3,13.9,95,97,1005.6,1.1
2023-10-08,12.9,7.3,12.8,12.8,0.0,29.5,59.8,9.9,79,78,994.9,17.7
2023-10-09,10.4,7.0,2.9,2.9,0.0,27.7,47.9,8.8,74,94,1002.6,3.6
2023-10-10,11.7,6.7,1.6,1.6,0.0,15.0,32.8,8.7,75,88,1007.2,4.2
2023-10-11,11.1,6.9,5.0,5.0,0.0,13.3,28.1,8.9,89,83,1009.2,5.8
2023-10-12,12.0,5.9,3.3,3.3,0.0,20.9,38.9,8.9,75,42,1011.4,6.5
2023-10-13,14.5,6.0,0.3,0.3,0.0,17.1,34.9,9.7,70,30,1013.8,9.9
2023-10-14,14.3,5.4,0.3,0.3,0.0,12.1,24.5,9.4,75,25,1009.1,5.1
2023-10-15,11.4,5.4,1.4,1.4,0.0,15.5,26.6,8.8,78,71,1001.0,5.4
2023-10-16,13.6,7.6,0.3,0.3,0.0,20.3,38.2,10.2,75,85,1005.2,7.1
2023-10-17,12.5,7.3,0.0,0.0,0.0,10.2,17.3,9.7,78,82,1013.3,1.8
2023-10-18,13.9,5.4,0.0,0.0,0.0,15.6,29.2,9.9,81,62,1018.8,5.5
2023-10-19,15.3,7.2,0.0,0.0,0.0,15.4,29.9,11.1,71,83,1015.7,3.4
2023-10-20,16.7,9.7,0.2,0.2,0.0,30.8,55.1,12.7,77,63,1004.8,12.6
2023-10-21,12.0,8.6,18.4,18.4,0.0,22.7,39.2,11.2,97,100,991.7,5.3
2023-10-22,8.0,5.0,15.1,15.1,0.0,24.6,43.6,6.2,95,100,999.3,4.6
2023-10-23,10.3,3.5,0.7,0.7,0.0,15.0,28.1,7.3,80,66,1019.5,7.3
2023-10-24,10.7,3.2,0.5,0.5,0.0,11.0,21.2,7.5,80,94,1023.4,4.9
2023-10-25,19.1,8.5,8.6,8.6,0.0,26.0,46.8,13.7,76,93,1018.1,8.6
2023-10-26,17.2,12.7,7.5,7.5,0.0,17.4,29.9,14.7,83,100,1019.5,5.4
2023-10-27,19.2,13.4,2.0,2.0,0.0,22.6,42.5,16.1,86,83,1013.1,9.0
2023-10-28,16.9,4.3,2.0,2.0,0.0,26.6,50.0,12.3,72,49,1013.9,8.9
2023-10-29,5.0,2.6,0.2,0.2,0.0,10.2,18.4,3.8,65,100,1022.6,1.8
2023-10-30,4.9,0.2,6.3,2.7,2.52,18.9,33.8,2.2,82,82,1012.3,10.4
2023-10-31,3.1,-2.3,0.0,0.0,0.0,13.9,27.4,-0.1,67,12,1018.8,7.8
2023-11-01,1.0,-3.5,0.4,0.0,0.28,16.8,31.3,-1.5,64,55,1020.1,4.3
2023-11-02,6.6,-1.7,0.0,0.0,0.0,27.9,49.3,2.2,67,47,1025.9,9.4
2023-11-03,11.2,2.7,0.0,0.0,0.0,21.3,40.0,6.9,54,98,1021.0,10.7
2023-11-04,9.3,0.8,1.4,1.4,0.0,30.6,53.6,6.0,75,46,1019.2,3.3
2023-11-05,6.0,-1.4,0.0,0.0,0.0,16.8,31.3,2.1,67,78,1019.1,3.2
2023-11-06,6.0,-4.6,0.8,0.8,0.0,24.7,41.8,0.6,70,97,1018.2,5.2
2023-11-07,8.8,-0.3,9.5,9.5,0.0,27.3,55.8,5.0,78,100,1004.3,13.0
2023-11-08,2.7,-2.5,0.0,0.0,0.0,23.6,45.0,-0.5,55,70,1019.3,6.9
2023-11-09,2.0,-2.3,3.5,0.3,2.24,19.0,35.6,-0.5,78,96,1011.8,4.5
2023-11-10,6.4,-1.1,0.2,0.2,0.0,24.5,48.2,3.1,77,43,1013.3,13.4
2023-11-11,2.7,-3.4,0.0,0.0,0.0,14.9,28.4,-1.1,65,28,1027.5,6.0
2023-11-12,1.2,-5.0,0.0,0.0,0.0,9.3,20.9,-1.9,68,43,1033.5,5.1
2023-11-13,1.1,-4.6,0.4,0.0,0.28,10.5,21.6,-1.8,74,62,1024.9,5.7
2023-11-14,2.5,-2.0,0.0,0.0,0.0,12.4,23.0,-0.2,82,96,1025.0,5.5
2023-11-15,7.5,-2.6,0.2,0.2,0.0,15.3,28.8,2.0,80,75,1022.9,6.6
2023-11-16,8.1,-0.9,0.0,0.0,0.0,13.6,22.7,3.4,83,49,1020.1,7.4
2023-11-17,12.4,2.9,5.9,5.9,0.0,28.8,50.0,7.3,78,99,1008.0,13.1
2023-11-18,2.3,-2.6,0.1,0.0,0.07,19.1,33.8,-0.1,77,50,1010.6,6.8
2023-11-19,3.7,-3.3,0.1,0.0,0.07,26.8,50.4,0.6,68,47,1009.7,9.4
2023-11-20,-1.5,-6.9,0.0,0.0,0.0,16.1,29.2,-4.3,62,6,1029.8,5.0
2023-11-21,1.6,-6.7,6.4,5.2,0.84,23.8,42.8,-2.7,63,72,1029.9,4.7
2023-11-22,2.9,-0.9,8.9,1.7,5.04,19.3,34.6,0.4,95,100,1010.3,3.4
2023-11-23,2.2,-1.8,0.7,0.7,0.0,19.5,34.9,0.4,90,86,1008.9,6.1
2023-11-24,-0.8,-9.8,0.0,0.0,0.0,23.0,41.8,-6.2,59,26,1021.1,8.4
2023-11-25,2.0,-8.5,0.0,0.0,0.0,26.9,47.9,-3.6,66,54,1025.3,6.1
2023-11-26,3.1,-4.4,1.0,1.0,0.0,21.5,38.9,0.1,71,89,1018.3,6.9
2023-11-27,3.5,-2.0,11.2,7.3,2.73,28.9,54.0,0.8,87,71,1002.1,10.1
2023-11-28,-2.2,-6.3,0.0,0.0,0.0,25.4,46.8,-4.0,63,72,1005.2,13.5
2023-11-29,-1.5,-8.3,0.0,0.0,0.0,24.2,42.8,-4.5,58,72,1012.4,10.0
2023-11-30,4.7,-1.8,0.2,0.0,0.14,28.5,50.4,0.7,70,88,1010.9,10.1
2023-12-01,6.9,1.9,5.3,5.3,0.0,21.8,37.8,4.0,86,92,1014.7,1.3
2023-12-02,1.5,-2.7,3.8,1.9,1.33,18.2,31.0,-0.2,89,100,1017.4,5.7
2023-12-03,-0.0,-4.1,19.6,2.6,11.9,22.0,40.7,-1.8,88,100,1013.6,11.5
2023-12-04,-0.8,-5.3,15.5,0.2,10.71,20.2,34.6,-3.3,90,100,1006.8,10.4
2023-12-05,-5.5,-11.4,0.2,0.0,0.14,14.1,24.5,-8.9,83,99,1018.8,3.6
2023-12-06,-10.8,-20.2,0.0,0.0,0.0,13.7,19.8,-14.3,80,33,1019.8,2.1
2023-12-07,-11.2,-19.9,0.0,0.0,0.0,12.3,16.6,-15.0,83,96,1017.3,3.6
2023-12-08,-6.8,-13.8,0.0,0.0,0.0,14.4,25.2,-9.9,83,81,1022.1,6.1
2023-12-09,2.9,-7.5,0.0,0.0,0.0,18.6,32.8,-1.2,88,100,1018.5,7.0
2023-12-10,3.4,-1.0,9.8,9.8,0.0,22.4,38.9,2.0,95,100,1009.3,5.8
2023-12-11,1.2,-5.1,10.5,5.1,3.78,22.0,39.2,-1.3,91,97,1008.4,3.1
2023-12-12,2.9,-7.5,0.7,0.4,0.21,25.2,45.4,-1.9,71,67,1019.7,5.4
2023-12-13,-1.6,-8.1,0.0,0.0,0.07,25.6,49.3,-4.2,61,18,1027.4,12.7
2023-12-14,-0.1,-9.7,0.0,0.0,0.0,20.1,35.3,-4.7,67,40,1030.9,8.5
2023-12-15,6.4,-0.0,0.0,0.0,0.0,26.7,47.5,2.4,82,54,1021.2,14.1
2023-12-16,0.6,-5.3,0.0,0.0,0.0,16.5,31.0,-2.2,70,65,1032.5,5.9
2023-12-17,5.5,-1.7,8.1,8.1,0.0,33.1,56.9,3.3,77,100,1021.3,9.4
2023-12-18,5.8,2.9,45.7,45.7,0.0,32.5,56.2,4.5,98,98,991.4,6.9
2023-12-19,3.0,-6.8,0.9,0.6,0.21,22.6,40.7,-1.8,80,61,1011.2,9.6
2023-12-20,-0.8,-6.9,0.0,0.0,0.0,19.9,32.4,-4.1,76,41,1029.3,5.1
2023-12-21,-5.7,-10.4,0.0,0.0,0.0,22.9,41.8,-8.2,57,3,1036.6,5.5
2023-12-22,-6.2,-12.2,0.0,0.0,0.0,10.2,17.6,-9.6,64,22,1033.8,1.1
2023-12-23,-2.4,-9.4,0.0,0.0,0.0,9.3,16.2,-5.3,65,99,1030.2,5.0
2023-12-24,2.3,-3.9,0.0,0.0,0.0,11.7,19.8,-1.1,80,96,1029.7,2.1
2023-12-25,4.6,-2.9,0.0,0.0,0.0,6.8,15.5,0.6,91,85,1029.5,1.9
2023-12-26,4.2,-0.9,0.2,0.2,0.0,12.3,20.5,1.3,96,100,1024.2,2.2
2023-12-27,1.1,-0.2,2.0,2.0,0.0,16.8,27.7,0.5,97,100,1018.9,10.5
2023-12-28,2.4,-1.0,2.5,2.5,0.0,19.0,34.6,0.3,94,100,1011.6,8.4
2023-12-29,-0.2,-0.9,8.5,3.8,3.29,12.8,22.7,-0.6,98,100,1003.8,1.8
2023-12-30,-0.7,-4.6,0.0,0.0,0.0,12.8,23.4,-1.7,85,98,1004.8,1.3
2023-12-31,-4.1,-8.1,0.0,0.0,0.0,12.1,22.0,-5.6,61,94,1015.2,5.2
2024-01-01,-5.1,-10.2,0.0,0.0,0.0,14.3,24.8,-7.5,63,63,1019.5,4.7
2024-01-02,0.5,-7.9,0.0,0.0,0.0,25.8,45.4,-3.7,73,62,1015.1,13.1
2024-01-03,1.0,-3.3,0.0,0.0,0.0,17.6,32.0,-1.2,84,99,1012.0,8.7
2024-01-04,-0.8,-12.0,0.9,0.0,0.63,21.4,39.2,-6.3,62,36,1017.2,11.3
2024-01-05,-3.6,-13.3,0.0,0.0,0.0,17.2,30.2,-8.9,63,52,1022.0,7.3
2024-01-06,-3.7,-12.1,1.6,0.0,1.12,24.3,42.1,-9.5,61,83,1022.7,9.3
2024-01-07,-6.5,-9.3,12.6,0.0,8.82,20.4,38.9,-7.3,85,100,1010.9,8.9
2024-01-08,-3.8,-10.2,0.0,0.0,0.0,17.3,34.2,-7.3,84,70,1025.1,5.8
2024-01-09,-0.4,-9.7,11.0,0.0,7.7,26.8,47.5,-6.6,86,100,1021.2,6.1
2024-01-10,2.6,-2.0,8.9,7.6,0.91,28.7,50.0,0.9,87,84,986.5,4.0
2024-01-11,-4.2,-9.9,1.5,0.0,1.05,31.0,51.8,-7.2,81,89,1007.4,6.7
2024-01-12,-7.4,-13.3,0.0,0.0,0.0,22.2,38.2,-9.5,77,55,1020.4,1.5
2024-01-13,0.9,-7.3,10.6,4.4,4.34,32.1,56.5,-1.4,84,96,993.5,9.7
2024-01-14,-2.8,-8.5,1.0,0.0,0.7,28.5,55.1,-5.6,75,70,1001.7,15.4
2024-01-15,-6.8,-11.5,0.5,0.0,0.35,21.0,39.6,-8.4,76,80,1018.2,6.8
